Perfume Name,Wilson Score,Thumbs Up,Thumbs Down,Img Url
Rose Ink Kierin NYC (unisex) ~ 2020,0.35746,9,6,https://fimgs.net/mdimg/perfume/270x270.63365.jpg
Ambre Ardent Avon (unisex) ~ 2020,0.28384,18,25,https://fimgs.net/mdimg/perfume/270x270.63210.jpg
The Other Side of Oud Atkinsons (unisex) ~ 2019,0.28384,18,25,https://fimgs.net/mdimg/perfume/270x270.54057.jpg
Molecule 05 Escentric Molecules (unisex) ~ 2020,0.29161,14,17,https://fimgs.net/mdimg/perfume/270x270.58969.jpg
Oud Granado (unisex) ~ 2020,0.30722,11,11,https://fimgs.net/mdimg/perfume/270x270.62792.jpg
Telegrama Imaginary Authors (unisex) ~ 2019,0.29161,14,17,https://fimgs.net/mdimg/perfume/270x270.58544.jpg
Osmanthus Eau de Parfum Acqua di Parma (unisex) ~ 2019,0.33178,9,7,https://fimgs.net/mdimg/perfume/270x270.56006.jpg
Spiced Bergamot Floris (unisex) ~ 2020,0.28165,14,18,https://fimgs.net/mdimg/perfume/270x270.63749.jpg
Saharian Wind Mancera (unisex) ~ 2020,0.27688,18,26,https://fimgs.net/mdimg/perfume/270x270.61044.jpg
Oud Praline L'Occitane en Provence (unisex) ~ 2020,0.29031,9,9,https://fimgs.net/mdimg/perfume/270x270.60851.jpg
"Citron 28, Seoul Le Labo (unisex) ~ 2020",0.29031,9,9,https://fimgs.net/mdimg/perfume/270x270.62513.jpg
Crimson Rocks Amouage (unisex) ~ 2020,0.31951,7,5,https://fimgs.net/mdimg/perfume/270x270.62857.jpg
Holy Stick Chapel Factory (unisex) ~ 2020,0.26415,13,18,https://fimgs.net/mdimg/perfume/270x270.63968.jpg
7753 Unexpected Mona Histoires de Parfums (unisex) ~ 2019,0.2692,10,12,https://fimgs.net/mdimg/perfume/270x270.58667.jpg
Cœur Battant Louis Vuitton (female) ~ 2019,0.26508,12,16,https://fimgs.net/mdimg/perfume/270x270.57129.jpg
What About Pop The House of Oud (unisex) ~ 2019,0.2692,10,12,https://fimgs.net/mdimg/perfume/270x270.57474.jpg
Beau de Provence Fragonard (unisex) ~ 2020,0.25634,10,13,https://fimgs.net/mdimg/perfume/270x270.61239.jpg
Lil Fleur Byredo (unisex) ~ 2020,0.25513,12,17,https://fimgs.net/mdimg/perfume/270x270.60487.jpg
Rose d'Isparta Boucheron (unisex) ~ 2020,0.2459,12,18,https://fimgs.net/mdimg/perfume/270x270.61496.jpg
Poppy & Barley Jo Malone London (unisex) ~ 2019,0.24891,15,24,https://fimgs.net/mdimg/perfume/270x270.56152.jpg
Olé Ramon Monegal (unisex) ~ 2019,0.24467,10,14,https://fimgs.net/mdimg/perfume/270x270.54963.jpg
Accento Overdose Xerjoff (unisex) ~ 2019,0.24785,14,22,https://fimgs.net/mdimg/perfume/270x270.56097.jpg
Oceania Roja Dove (unisex) ~ 2019,0.2459,12,18,https://fimgs.net/mdimg/perfume/270x270.57385.jpg
Kingdom Botanica Kingdom Scotland (unisex) ~ 2020,0.25378,6,6,https://fimgs.net/mdimg/perfume/270x270.63926.jpg
Papyrus Moleculaire Maison Crivelli (unisex) ~ 2020,0.25378,6,6,https://fimgs.net/mdimg/perfume/270x270.59189.jpg
Nocturnal Poetry Prin (unisex) ~ 2020,0.25378,6,6,https://fimgs.net/mdimg/perfume/270x270.62882.jpg
Dark Vanilla Montale (unisex) ~ 2020,0.24809,7,8,https://fimgs.net/mdimg/perfume/270x270.64050.jpg
Musk Lave Areej Le Doré (unisex) ~ 2020,0.24809,7,8,https://fimgs.net/mdimg/perfume/270x270.63103.jpg
Treachery Maher Olfactive (unisex) ~ 2020,0.26665,5,4,https://fimgs.net/mdimg/perfume/270x270.61987.jpg
Oud Grandeur Avon (unisex) ~ 2020,0.23565,11,17,https://fimgs.net/mdimg/perfume/270x270.63211.jpg
Jasmin Kusamono Giorgio Armani (female) ~ 2020,0.23256,9,13,https://fimgs.net/mdimg/perfume/270x270.58909.jpg
Rose Milano Giorgio Armani (female) ~ 2020,0.23403,10,15,https://fimgs.net/mdimg/perfume/270x270.58911.jpg
Koala Zoologist Perfumes (unisex) ~ 2020,0.23256,9,13,https://fimgs.net/mdimg/perfume/270x270.61583.jpg
Santal Café Amberfig (unisex) ~ 2020,0.25045,4,3,https://fimgs.net/mdimg/perfume/270x270.61133.jpg
Royal Sapphire Thameen (unisex) ~ 2019,0.23659,5,5,https://fimgs.net/mdimg/perfume/270x270.55049.jpg
Peut-Être Lancôme (unisex) ~ 2020,0.21611,7,10,https://fimgs.net/mdimg/perfume/270x270.60042.jpg
Crab Apple Blossom Clive Christian (unisex) ~ 2020,0.21611,7,10,https://fimgs.net/mdimg/perfume/270x270.63461.jpg
Petra Le Donne di Masque Masque Milano (female) ~ 2020,0.21381,6,8,https://fimgs.net/mdimg/perfume/270x270.59747.jpg
Clouds 4160 Tuesdays (unisex) ~ 2019,0.21271,5,6,https://fimgs.net/mdimg/perfume/270x270.58146.jpg
Le Regent Oriza L. Legrand (unisex) ~ 2020,0.19326,5,7,https://fimgs.net/mdimg/perfume/270x270.62019.jpg
Wicked Good Gallagher Fragrances (unisex) ~ 2019,0.20751,8,13,https://fimgs.net/mdimg/perfume/270x270.53950.jpg
Buveur De Vent Les Liquides Imaginaires (unisex) ~ 2019,0.19824,6,9,https://fimgs.net/mdimg/perfume/270x270.55017.jpg
Costume National I CoSTUME NATIONAL (unisex) ~ 2019,0.18878,4,5,https://fimgs.net/mdimg/perfume/270x270.55525.jpg
Dolceacqua Le Donne di Masque Masque Milano (female) ~ 2020,0.19326,5,7,https://fimgs.net/mdimg/perfume/270x270.59746.jpg
Fougere L’Aube Rogue Perfumery (unisex) ~ 2019,0.18878,4,5,https://fimgs.net/mdimg/perfume/270x270.53815.jpg
Narciso Eau de Parfum Ambrée Narciso Rodriguez (female) ~ 2020,0.18878,4,5,https://fimgs.net/mdimg/perfume/270x270.60867.jpg
Loved Up Feel Good Oriflame (unisex) ~ 2019,0.18878,4,5,https://fimgs.net/mdimg/perfume/270x270.55815.jpg
Vetiver Root Korres (unisex) ~ 2020,0.18761,3,3,https://fimgs.net/mdimg/perfume/270x270.63256.jpg
Santal Galore Areej Le Doré (unisex) ~ 2020,0.18761,3,3,https://fimgs.net/mdimg/perfume/270x270.63101.jpg
Rasa Pomares Stolen Perfume (unisex) ~ 2019,0.18761,3,3,https://fimgs.net/mdimg/perfume/270x270.60743.jpg
Nanshe Nishane (unisex) ~ 2020,0.20248,9,16,https://fimgs.net/mdimg/perfume/270x270.64093.jpg
Madame X Eau de Parfum Madonna (unisex) ~ 2020,0.19149,7,12,https://fimgs.net/mdimg/perfume/270x270.63480.jpg
Orangerie Venise Giorgio Armani (unisex) ~ 2019,0.17709,5,8,https://fimgs.net/mdimg/perfume/270x270.55756.jpg
Slow Dance Byredo (unisex) ~ 2019,0.20248,9,16,https://fimgs.net/mdimg/perfume/270x270.57007.jpg
Or de Calambac Chopard (unisex) ~ 2019,0.17709,5,8,https://fimgs.net/mdimg/perfume/270x270.55853.jpg
Sayat Nova Bortnikoff (unisex) ~ 2020,0.17709,5,8,https://fimgs.net/mdimg/perfume/270x270.60288.jpg
Vétiver Nocturne Absolu Bortnikoff (unisex) ~ 2020,0.16818,4,6,https://fimgs.net/mdimg/perfume/270x270.59469.jpg
Musc Rose (Musk Rose) L'Occitane en Provence (unisex) ~ 2020,0.17709,5,8,https://fimgs.net/mdimg/perfume/270x270.60850.jpg
Transilvania Calaj (unisex) ~ 2020,0.16818,4,6,https://fimgs.net/mdimg/perfume/270x270.61151.jpg
Unisex For Everybody Fragrance One (unisex) ~ 2020,0.20248,9,16,https://fimgs.net/mdimg/perfume/270x270.64102.jpg
Herbae L'Occitane en Provence (unisex) ~ 2019,0.17709,5,8,https://fimgs.net/mdimg/perfume/270x270.53659.jpg
Oakmoss Forest Florals Meleg Perfumes (unisex) ~ 2020,0.15822,3,4,https://fimgs.net/mdimg/perfume/270x270.62590.jpg
Zeste de Gingembre James Heeley (unisex) ~ 2020,0.15822,3,4,https://fimgs.net/mdimg/perfume/270x270.62948.jpg
Jamal's Palace Memo Paris (unisex) ~ 2020,0.15822,3,4,https://fimgs.net/mdimg/perfume/270x270.60077.jpg
Odeur Du Théâtre Du Châtelet Acte I Comme des Garcons (unisex) ~ 2019,0.15004,2,2,https://fimgs.net/mdimg/perfume/270x270.57481.jpg
Cashmere Kumquat Korres (unisex) ~ 2020,0.15822,3,4,https://fimgs.net/mdimg/perfume/270x270.62328.jpg
Fantomas Nasomatto (unisex) ~ 2020,0.23533,22,43,https://fimgs.net/mdimg/perfume/270x270.62775.jpg
Lamar Kajal (unisex) ~ 2020,0.18119,7,13,https://fimgs.net/mdimg/perfume/270x270.62571.jpg
Lily & Tangerine Label (unisex) ~ 2020,0.15166,4,7,https://fimgs.net/mdimg/perfume/270x270.61282.jpg
TriBeCa Bond No 9 (unisex) ~ 2020,0.17309,6,11,https://fimgs.net/mdimg/perfume/270x270.59904.jpg
Royal Llama Graham & Pott (unisex) ~ 2020,0.13684,3,5,https://fimgs.net/mdimg/perfume/270x270.63402.jpg
White Vicuna Parfum Graham & Pott (unisex) ~ 2020,0.13684,3,5,https://fimgs.net/mdimg/perfume/270x270.62532.jpg
Valentino Uomo Born in Roma Valentino (male) ~ 2019,0.20831,12,23,https://fimgs.net/mdimg/perfume/270x270.55963.jpg
Love Chopard Chopard (female) ~ 2020,0.15166,4,7,https://fimgs.net/mdimg/perfume/270x270.59327.jpg
Solar Bloom Clean (unisex) ~ 2019,0.16344,5,9,https://fimgs.net/mdimg/perfume/270x270.55041.jpg
WF/2020 A. N. OTHER (unisex) ~ 2020,0.13684,3,5,https://fimgs.net/mdimg/perfume/270x270.61463.jpg
Aliz Calaj (unisex) ~ 2020,0.13684,3,5,https://fimgs.net/mdimg/perfume/270x270.64028.jpg
Attraction One Fresh Avon (unisex) ~ 2020,0.15166,4,7,https://fimgs.net/mdimg/perfume/270x270.62536.jpg
Vetiver Coeur April Aromatics (unisex) ~ 2019,0.15166,4,7,https://fimgs.net/mdimg/perfume/270x270.58418.jpg
Civet Cat Chypre Meleg Perfumes (unisex) ~ 2020,0.13684,3,5,https://fimgs.net/mdimg/perfume/270x270.62575.jpg
Capeline Yves Saint Laurent (unisex) ~ 2020,0.13684,3,5,https://fimgs.net/mdimg/perfume/270x270.60081.jpg
Haute Provence 89 Parle Moi de Parfum (unisex) ~ 2020,0.11762,2,3,https://fimgs.net/mdimg/perfume/270x270.62384.jpg
America Perry Ellis (unisex) ~ 2019,0.11762,2,3,https://fimgs.net/mdimg/perfume/270x270.57475.jpg
Black Sugar Korres (unisex) ~ 2020,0.11762,2,3,https://fimgs.net/mdimg/perfume/270x270.63257.jpg
White Tea Korres (unisex) ~ 2020,0.11762,2,3,https://fimgs.net/mdimg/perfume/270x270.63259.jpg
Le Temps des Rêves Goutal (unisex) ~ 2020,0.09453,1,1,https://fimgs.net/mdimg/perfume/270x270.63616.jpg
Rouge Sarây Atelier des Ors (unisex) ~ 2020,0.09453,1,1,https://fimgs.net/mdimg/perfume/270x270.60821.jpg
Ormonde Elixir Ormonde Jayne (unisex) ~ 2019,0.09453,1,1,https://fimgs.net/mdimg/perfume/270x270.56149.jpg
